"OpCode","Family","species","MaxN","depth","temperature","sea","n_measure","min_FL","mean_FL","max_FL","sd_FL","se_FL","MoE_FL","ci_low","ci_high"
"isrnort120721E","Labridae","Choerodon robustus",3,60.1,24,"red",3,243.19,307.46,358.51,58.79,33.94,66.52,240.94,373.99
"isrnort120721E","Labridae","Labroides dimidiatus",2,60.1,24,"red",2,94.29,99.77,105.24,7.74,5.47,10.73,89.04,110.5
"isrnort120721E","Labridae","Paracheilinus octotaenia",13,60.1,24,"red",4,66.32,71.99,84.39,8.37,4.18,8.2,63.79,80.19
"isrnort120721E","Lethrinidae","Gymnocranius grandoculis",2,60.1,24,"red",2,326.84,420.3,513.76,132.17,93.46,183.18,237.11,603.48
"isrnort120721E","Lethrinidae","Lethrinus borbonicus",3,60.1,24,"red",3,244.22,251.57,262.63,9.75,5.63,11.03,240.53,262.6
"isrnort120721E","Mullidae","Parupeneus forsskali",47,60.1,24,"red",21,93.36,137.35,224.14,31.47,6.87,13.46,123.9,150.81
"isrnort120721E","Mullidae","Parupeneus heptacanthus",1,60.1,24,"red",1,188.17,188.17,188.17,NA,NA,NA,NA,NA
"isrnort120721E","Mullidae","Parupeneus macronemus",4,60.1,24,"red",4,100.31,149.69,205.29,44.37,22.18,43.48,106.21,193.17
"isrnort120721E","Muraenidae","Gymnothorax johnsoni",1,60.1,24,"red",0,NA,NA,NA,NA,NA,NA,NA,NA
"isrnort120721E","Ostraciidae","Tetrosomus gibbosus",2,60.1,24,"red",1,221.68,221.68,221.68,NA,NA,NA,NA,NA
"isrnort120721E","Pomacanthidae","Apolemichthys xanthotis",1,60.1,24,"red",1,127.59,127.59,127.59,NA,NA,NA,NA,NA
"isrnort120721E","Pomacanthidae","Pomacanthus imperator",1,60.1,24,"red",1,319.39,319.39,319.39,NA,NA,NA,NA,NA
"isrnort120721E","Pomacentridae","Amphiprion bicinctus",2,60.1,24,"red",2,93.75,109.72,125.69,22.58,15.97,31.3,78.43,141.02
"isrnort120721E","Pomacentridae","Dascyllus trimaculatus",5,60.1,24,"red",5,127.73,138.26,146.64,8.9,3.98,7.81,130.45,146.06
"isrnort120721E","Scaridae","Scarus ferrugineus",1,60.1,24,"red",1,552.24,552.24,552.24,NA,NA,NA,NA,NA
"isrnort120721E","Scaridae","Scarus ghobban",1,60.1,24,"red",1,581.56,581.56,581.56,NA,NA,NA,NA,NA
"isrnort120721E","Scorpaenidae","Pterois miles",1,60.1,24,"red",1,313.59,313.59,313.59,NA,NA,NA,NA,NA
"isrnort120721E","Serranidae","Cephalopholis argus",2,60.1,24,"red",1,221.33,221.33,221.33,NA,NA,NA,NA,NA
"isrnort120721E","Serranidae","Variola louti",1,60.1,24,"red",1,293.95,293.95,293.95,NA,NA,NA,NA,NA
"isrnort120721F","Carangidae","Seriola dumerili",1,38.9,24,"red",1,839.07,839.07,839.07,NA,NA,NA,NA,NA
"isrnort120721F","Labridae","Oxycheilinus mentalis",1,38.9,24,"red",1,108.18,108.18,108.18,NA,NA,NA,NA,NA
"isrnort120721F","Lethrinidae","Lethrinus nebulosus",1,38.9,24,"red",1,494.53,494.53,494.53,NA,NA,NA,NA,NA
"isrnort120721F","Nemipteridae","Nemipterus zysron",2,38.9,24,"red",2,144.7,148.58,152.46,5.48,3.88,7.6,140.98,156.18
"isrnort120721F","Ostraciidae","Tetrosomus gibbosus",3,38.9,24,"red",3,192.49,202.82,218.85,14.08,8.13,15.93,186.89,218.74
"isrnort120721H","Dasyatidae","Himantura uarnak",1,27.9,25,"red",1,1907.59,1907.59,1907.59,NA,NA,NA,NA,NA
"isrnort120721H","Diodontidae","Cyclichthys spilostylus",1,27.9,25,"red",0,NA,NA,NA,NA,NA,NA,NA,NA
"isrnort120721H","Fistulariidae","Fistularia commersonii",2,27.9,25,"red",2,731.01,897.79,1064.56,235.86,166.77,326.88,570.91,1224.67
"isrnort120721H","Labridae","Oxycheilinus mentalis",5,27.9,25,"red",5,89.86,120.06,165.94,38.07,17.03,33.37,86.69,153.44
"isrnort120721H","Lethrinidae","Lethrinus borbonicus",1,27.9,25,"red",1,146.29,146.29,146.29,NA,NA,NA,NA,NA
"isrnort120721H","Lethrinidae","Lethrinus nebulosus",1,27.9,25,"red",1,605.49,605.49,605.49,NA,NA,NA,NA,NA
"isrnort120721H","Lethrinidae","Lethrinus variegatus",21,27.9,25,"red",15,78.85,121.67,160.33,21.27,5.49,10.76,110.91,132.44
"isrnort120721H","Mullidae","Parupeneus forsskali",2,27.9,25,"red",2,145.62,167.94,190.27,31.57,22.33,43.76,124.19,211.7
"isrnort120721H","Mullidae","Parupeneus heptacanthus",1,27.9,25,"red",1,202.43,202.43,202.43,NA,NA,NA,NA,NA
"isrnort120721H","Mullidae","Upeneus pori",1,27.9,25,"red",1,165.62,165.62,165.62,NA,NA,NA,NA,NA
"isrnort120721H","Muraenidae","Gymnothorax angusticauda",2,27.9,25,"red",0,NA,NA,NA,NA,NA,NA,NA,NA
"isrnort120721H","Muraenidae","Gymnothorax griseus",1,27.9,25,"red",0,NA,NA,NA,NA,NA,NA,NA,NA
"isrnort120721H","Nemipteridae","Nemipterus zysron",1,27.9,25,"red",1,169.45,169.45,169.45,NA,NA,NA,NA,NA
"isrnort120721H","Nemipteridae","Scolopsis ghanam",1,27.9,25,"red",1,82.55,82.55,82.55,NA,NA,NA,NA,NA
"isrnort120721H","Ostraciidae","Tetrosomus gibbosus",1,27.9,25,"red",1,207.86,207.86,207.86,NA,NA,NA,NA,NA
"isrnort120721H","Scorpaenidae","Pterois miles",1,27.9,25,"red",1,250.18,250.18,250.18,NA,NA,NA,NA,NA
"isrnort120721I","Caesionidae","Caesio suevica",10,16.5,26,"red",0,NA,NA,NA,NA,NA,NA,NA,NA
"isrnort120721I","Carangidae","Carangoides fulvoguttatus",1,16.5,26,"red",1,489.6,489.6,489.6,NA,NA,NA,NA,NA
"isrnort120721I","Diodontidae","Cyclichthys spilostylus",1,16.5,26,"red",0,NA,NA,NA,NA,NA,NA,NA,NA
"isrnort120721I","Lethrinidae","Lethrinus nebulosus",4,16.5,26,"red",1,583.51,583.51,583.51,NA,NA,NA,NA,NA
"isrnort120721I","Scorpaenidae","Pterois miles",1,16.5,26,"red",0,NA,NA,NA,NA,NA,NA,NA,NA
"isrnort120721I","Tetraodontidae","Arothron stellatus",2,16.5,26,"red",2,286.92,295.48,304.05,12.12,8.57,16.79,278.69,312.28
"isrnort130520A","Fistulariidae","Fistularia commersonii",1,16.4,22,"red",1,870.21,870.21,870.21,NA,NA,NA,NA,NA
"isrnort130520A","Lethrinidae","Lethrinus nebulosus",2,16.4,22,"red",2,168.23,168.94,169.65,1.01,0.71,1.4,167.54,170.33
"isrnort130520A","Lethrinidae","Lethrinus variegatus",7,16.4,22,"red",5,170.45,193.29,219.9,20.16,9.02,17.68,175.62,210.97
"isrnort130520A","Mullidae","Parupeneus forsskali",1,16.4,22,"red",1,181.45,181.45,181.45,NA,NA,NA,NA,NA
"isrnort130520A","Mullidae","Parupeneus heptacanthus",2,16.4,22,"red",2,237.19,242.1,247.02,6.95,4.91,9.63,232.47,251.74
"isrnort130520A","Mullidae","Parupeneus rubescens",2,16.4,22,"red",2,181.09,192.51,203.93,16.15,11.42,22.38,170.13,214.89
"isrnort130520A","Muraenidae","Gymnothorax angusticauda",5,16.4,22,"red",0,NA,NA,NA,NA,NA,NA,NA,NA
"isrnort130520A","Muraenidae","Gymnothorax griseus",5,16.4,22,"red",0,NA,NA,NA,NA,NA,NA,NA,NA
"isrnort130520A","Nemipteridae","Scolopsis ghanam",2,16.4,22,"red",2,143.52,152.54,161.56,12.76,9.02,17.68,134.86,170.23
"isrnort130520A","Ostraciidae","Ostracion cyanurus",1,16.4,22,"red",1,97.71,97.71,97.71,NA,NA,NA,NA,NA
"isrnort130520A","Siganidae","Siganus rivulatus",1,16.4,22,"red",1,149.98,149.98,149.98,NA,NA,NA,NA,NA
"isrnort130520A","Tetraodontidae","Lagocephalus sceleratus",1,16.4,22,"red",1,148.76,148.76,148.76,NA,NA,NA,NA,NA
"isrnort130520A","Tetraodontidae","Lagocephalus suezensis",1,16.4,22,"red",1,161.85,161.85,161.85,NA,NA,NA,NA,NA
"isrnort130520B","Balistidae","Abalistes stellatus",1,29.7,22,"red",0,NA,NA,NA,NA,NA,NA,NA,NA
"isrnort130520B","Lethrinidae","Lethrinus nebulosus",1,29.7,22,"red",1,436.8,436.8,436.8,NA,NA,NA,NA,NA
"isrnort130520B","Lethrinidae","Lethrinus variegatus",1,29.7,22,"red",1,165.94,165.94,165.94,NA,NA,NA,NA,NA
"isrnort130520B","Mullidae","Parupeneus heptacanthus",1,29.7,22,"red",1,246.19,246.19,246.19,NA,NA,NA,NA,NA
"isrnort130520B","Mullidae","Upeneus pori",1,29.7,22,"red",1,98.21,98.21,98.21,NA,NA,NA,NA,NA
"isrnort130520B","Muraenidae","Gymnothorax angusticauda",3,29.7,22,"red",1,427.58,427.58,427.58,NA,NA,NA,NA,NA
"isrnort130520B","Muraenidae","Gymnothorax griseus",3,29.7,22,"red",1,528.4,528.4,528.4,NA,NA,NA,NA,NA
"isrnort130520B","Ostraciidae","Tetrosomus gibbosus",1,29.7,22,"red",1,86.12,86.12,86.12,NA,NA,NA,NA,NA
"isrnort130520B","Scorpaenidae","Pterois miles",1,29.7,22,"red",1,199.11,199.11,199.11,NA,NA,NA,NA,NA
"isrnort130520B","Tetraodontidae","Lagocephalus sceleratus",1,29.7,22,"red",1,232.66,232.66,232.66,NA,NA,NA,NA,NA
"isrnort130520C","Balistidae","Abalistes stellatus",2,47.5,22,"red",2,221.6,228.35,235.1,9.55,6.75,13.23,215.12,241.58
"isrnort130520C","Mullidae","Parupeneus heptacanthus",2,47.5,22,"red",2,173.1,196.64,220.17,33.29,23.54,46.13,150.5,242.77
"isrnort130520C","Mullidae","Upeneus pori",3,47.5,22,"red",3,94.43,98.93,104.21,4.94,2.85,5.59,93.34,104.51
"isrnort130520C","Nemipteridae","Nemipterus zysron",2,47.5,22,"red",2,181.63,186.67,191.7,7.12,5.04,9.87,176.8,196.54
"isrnort130520C","Ostraciidae","Tetrosomus gibbosus",1,47.5,22,"red",1,198.94,198.94,198.94,NA,NA,NA,NA,NA
"isrnort130520C","Rhinobatidae","Rhinobatos punctifer",1,47.5,22,"red",1,787.57,787.57,787.57,NA,NA,NA,NA,NA
"isrnort130520C","Scorpaenidae","Pterois miles",4,47.5,22,"red",3,164.48,201.38,259.37,50.83,29.35,57.52,143.86,258.91
"isrnort130520C","Tetraodontidae","Lagocephalus sceleratus",10,47.5,22,"red",10,120.64,192.96,334.93,79.12,25.02,49.04,143.92,242
"isrnort130520D","Lethrinidae","Gymnocranius grandoculis",1,69.4,22,"red",1,223.78,223.78,223.78,NA,NA,NA,NA,NA
"isrnort130520D","Mullidae","Parupeneus forsskali",1,69.4,22,"red",0,NA,NA,NA,NA,NA,NA,NA,NA
"isrnort130520D","Mullidae","Parupeneus heptacanthus",1,69.4,22,"red",1,354.93,354.93,354.93,NA,NA,NA,NA,NA
"isrnort130520D","Mullidae","Upeneus pori",2,69.4,22,"red",2,84.81,89.34,93.87,6.41,4.53,8.88,80.46,98.23
"isrnort130520D","Nemipteridae","Nemipterus zysron",1,69.4,22,"red",1,228.13,228.13,228.13,NA,NA,NA,NA,NA
"isrnort130520D","Ostraciidae","Tetrosomus gibbosus",2,69.4,22,"red",2,177.29,179.46,181.62,3.06,2.17,4.25,175.21,183.7
"isrnort130520E","Lethrinidae","Gymnocranius grandoculis",1,83.3,21,"red",1,230.71,230.71,230.71,NA,NA,NA,NA,NA
"isrnort130520E","Monacanthidae","Thamnaconus erythraeensis",1,83.3,21,"red",1,189.37,189.37,189.37,NA,NA,NA,NA,NA
"isrnort130520E","Mullidae","Parupeneus heptacanthus",1,83.3,21,"red",1,222.8,222.8,222.8,NA,NA,NA,NA,NA
"isrnort130520E","Muraenidae","Gymnothorax elegans",1,83.3,21,"red",0,NA,NA,NA,NA,NA,NA,NA,NA
"isrnort130520E","Ostraciidae","Tetrosomus gibbosus",3,83.3,21,"red",2,180.91,201.77,222.64,29.5,20.86,40.89,160.88,242.66
"isrnort130520F","Carangidae","Seriola dumerili",15,115,20,"red",12,364.34,441.56,485.03,34.93,10.08,19.76,421.8,461.33
"isrnort130520F","Lutjanidae","Paracaesio sordida",3,115,20,"red",3,415.58,514.92,591.68,90.2,52.07,102.07,412.86,616.99
"isrnort130520G","Balistidae","Abalistes stellatus",1,54.6,22,"red",1,200.07,200.07,200.07,NA,NA,NA,NA,NA
"isrnort130520G","Lethrinidae","Lethrinus nebulosus",1,54.6,22,"red",1,445.31,445.31,445.31,NA,NA,NA,NA,NA
"isrnort130520G","Mullidae","Parupeneus heptacanthus",1,54.6,22,"red",1,171.91,171.91,171.91,NA,NA,NA,NA,NA
"isrnort130520G","Muraenidae","Gymnothorax angusticauda",1,54.6,22,"red",0,NA,NA,NA,NA,NA,NA,NA,NA
"isrnort130520G","Nemipteridae","Nemipterus zysron",5,54.6,22,"red",5,101.61,142.64,206.77,43.27,19.35,37.93,104.71,180.57
"isrnort130520G","Ostraciidae","Tetrosomus gibbosus",2,54.6,22,"red",2,202.72,205.92,209.12,4.53,3.2,6.28,199.64,212.2
"isrnort130520G","Rhinobatidae","Rhinobatos punctifer",1,54.6,22,"red",1,721.53,721.53,721.53,NA,NA,NA,NA,NA
"isrnort131021A","Monacanthidae","Thamnaconus erythraeensis",1,141,21,"red",1,274.54,274.54,274.54,NA,NA,NA,NA,NA
"isrnort131021A","Mullidae","Parupeneus heptacanthus",1,141,21,"red",1,208,208,208,NA,NA,NA,NA,NA
"isrnort131021A","Muraenidae","Gymnothorax johnsoni",1,141,21,"red",0,NA,NA,NA,NA,NA,NA,NA,NA
"isrnort131021A","Sparidae","Argyrops megalommatus",7,141,21,"red",5,145.19,156.37,168.05,10.8,4.83,9.46,146.91,165.83
"isrnort131021B","Monacanthidae","Thamnaconus erythraeensis",1,119.9,22,"red",1,227.75,227.75,227.75,NA,NA,NA,NA,NA
"isrnort131021B","Muraenidae","Gymnothorax elegans",1,119.9,22,"red",0,NA,NA,NA,NA,NA,NA,NA,NA
"isrnort131021B","Pinguipedidae","Parapercis somaliensis",1,119.9,22,"red",0,NA,NA,NA,NA,NA,NA,NA,NA
"isrnort131021B","Pomacanthidae","Genicanthus caudovittatus",1,119.9,22,"red",1,57.04,57.04,57.04,NA,NA,NA,NA,NA
"isrnort131021B","Serranidae","Cephalopholis sexmaculata",1,119.9,22,"red",1,383.11,383.11,383.11,NA,NA,NA,NA,NA
"isrnort131021B","Serranidae","Epinephelus fasciatus",1,119.9,22,"red",1,308.66,308.66,308.66,NA,NA,NA,NA,NA
"isrnort131021C","Labridae","Choerodon robustus",3,92.1,22,"red",2,279.3,312.08,344.85,46.35,32.78,64.24,247.83,376.32
"isrnort131021C","Monacanthidae","Thamnaconus erythraeensis",2,92.1,22,"red",2,197.34,214.64,231.94,24.47,17.3,33.91,180.73,248.55
"isrnort131021C","Muraenidae","Gymnothorax elegans",1,92.1,22,"red",1,407.98,407.98,407.98,NA,NA,NA,NA,NA
"isrnort131021C","Nemipteridae","Nemipterus zysron",1,92.1,22,"red",1,203.37,203.37,203.37,NA,NA,NA,NA,NA
"isrnort131021C","Ostraciidae","Tetrosomus gibbosus",2,92.1,22,"red",1,218.79,218.79,218.79,NA,NA,NA,NA,NA
"isrnort131021C","Serranidae","Epinephelus areolatus",1,92.1,22,"red",1,255.8,255.8,255.8,NA,NA,NA,NA,NA
"isrnort131021D","Lethrinidae","Lethrinus nebulosus",1,72.6,24,"red",1,263.59,263.59,263.59,NA,NA,NA,NA,NA
"isrnort131021D","Mullidae","Parupeneus heptacanthus",5,72.6,24,"red",5,155.34,166.06,172.17,7.1,3.18,6.22,159.83,172.28
"isrnort131021D","Nemipteridae","Nemipterus zysron",2,72.6,24,"red",2,184.76,197.5,210.23,18.01,12.73,24.95,172.54,222.45
"isrnort131021D","Ostraciidae","Tetrosomus gibbosus",1,72.6,24,"red",1,264.89,264.89,264.89,NA,NA,NA,NA,NA
"isrnort131021D","Serranidae","Epinephelus areolatus",1,72.6,24,"red",1,189.04,189.04,189.04,NA,NA,NA,NA,NA
"isrnort131021D","Tetraodontidae","Lagocephalus sceleratus",1,72.6,24,"red",1,189.88,189.88,189.88,NA,NA,NA,NA,NA
"isrnort131021E","Balistidae","Abalistes stellatus",1,57,24,"red",1,365.05,365.05,365.05,NA,NA,NA,NA,NA
"isrnort131021E","Fistulariidae","Fistularia commersonii",1,57,24,"red",0,NA,NA,NA,NA,NA,NA,NA,NA
"isrnort131021E","Mullidae","Parupeneus heptacanthus",1,57,24,"red",1,206.52,206.52,206.52,NA,NA,NA,NA,NA
"isrnort131021E","Mullidae","Upeneus pori",2,57,24,"red",1,38.42,38.42,38.42,NA,NA,NA,NA,NA
"isrnort131021E","Muraenidae","Gymnothorax angusticauda",1,57,24,"red",1,371.58,371.58,371.58,NA,NA,NA,NA,NA
"isrnort131021E","Nemipteridae","Nemipterus zysron",5,57,24,"red",3,72.95,146.6,213.67,70.59,40.76,79.88,66.71,226.48
"isrnort131021E","Ostraciidae","Tetrosomus gibbosus",1,57,24,"red",1,233.34,233.34,233.34,NA,NA,NA,NA,NA
"isrnort131021E","Rhinobatidae","Rhinobatos punctifer",1,57,24,"red",1,729.47,729.47,729.47,NA,NA,NA,NA,NA
"isrnort131021E","Sparidae","Argyrops spinifer",1,57,24,"red",1,302.84,302.84,302.84,NA,NA,NA,NA,NA
"isrnort131021E","Tetraodontidae","Arothron hispidus",1,57,24,"red",0,NA,NA,NA,NA,NA,NA,NA,NA
"isrnort131021E","Tetraodontidae","Lagocephalus sceleratus",10,57,24,"red",10,159.15,184.34,215.48,19.7,6.23,12.21,172.13,196.55
"isrnort131021F","Labridae","Choerodon robustus",1,34,24,"red",1,383.23,383.23,383.23,NA,NA,NA,NA,NA
"isrnort131021F","Lethrinidae","Gymnocranius grandoculis",1,34,24,"red",1,508.61,508.61,508.61,NA,NA,NA,NA,NA
"isrnort131021F","Lethrinidae","Lethrinus borbonicus",1,34,24,"red",1,276.14,276.14,276.14,NA,NA,NA,NA,NA
"isrnort131021F","Mullidae","Parupeneus forsskali",12,34,24,"red",11,106.74,148.5,213.77,32.13,9.69,18.99,129.51,167.49
"isrnort131021F","Mullidae","Parupeneus heptacanthus",5,34,24,"red",5,138.35,163.01,188.05,18.54,8.29,16.25,146.76,179.26
"isrnort131021F","Muraenidae","Gymnothorax griseus",1,34,24,"red",0,NA,NA,NA,NA,NA,NA,NA,NA
"isrnort131021F","Nemipteridae","Scolopsis ghanam",2,34,24,"red",2,178.29,193.4,208.51,21.37,15.11,29.61,163.78,223.01
"isrnort131021F","Pomacentridae","Dascyllus trimaculatus",16,34,24,"red",11,71.67,115.49,153.67,21.04,6.34,12.43,103.06,127.92
"isrnort131021F","Scaridae","Calotomus viridescens",1,34,24,"red",1,142.11,142.11,142.11,NA,NA,NA,NA,NA
"isrnort131021F","Scorpaenidae","Pterois miles",2,34,24,"red",1,305.07,305.07,305.07,NA,NA,NA,NA,NA
"isrnort131021F","Serranidae","Cephalopholis hemistiktos",1,34,24,"red",1,164.54,164.54,164.54,NA,NA,NA,NA,NA
"isrnort131021F","Serranidae","Epinephelus areolatus",4,34,24,"red",4,160.75,236.7,307.19,62.07,31.04,60.83,175.87,297.53
"isrnort131021F","Serranidae","Epinephelus fasciatus",2,34,24,"red",2,252.11,283.42,314.73,44.28,31.31,61.37,222.05,344.79
"isrnort131021F","Serranidae","Pseudanthias taeniatus",1,34,24,"red",1,67.93,67.93,67.93,NA,NA,NA,NA,NA
"isrnort131021F","Tetraodontidae","Canthigaster cyanospilota",1,34,24,"red",1,105.16,105.16,105.16,NA,NA,NA,NA,NA
"isrnort131021G","Monacanthidae","Thamnaconus erythraeensis",3,125,22,"red",3,202.69,209.41,216.31,6.81,3.93,7.71,201.71,217.12
"isrnort131021G","Mullidae","Parupeneus heptacanthus",1,125,22,"red",1,209.69,209.69,209.69,NA,NA,NA,NA,NA
"isrnort131021G","Ostraciidae","Tetrosomus gibbosus",1,125,22,"red",1,265.57,265.57,265.57,NA,NA,NA,NA,NA
"isrnort131021G","Pinguipedidae","Parapercis somaliensis",2,125,22,"red",1,154.33,154.33,154.33,NA,NA,NA,NA,NA
"isrnort131021G","Pomacentridae","Chromis pelloura",1,125,22,"red",1,110.22,110.22,110.22,NA,NA,NA,NA,NA
"isrnort131021G","Serranidae","Epinephelus areolatus",2,125,22,"red",2,258.74,262.11,265.49,4.78,3.38,6.62,255.49,268.73
"isrnort131021G","Sparidae","Argyrops megalommatus",5,125,22,"red",5,176.79,195.99,210.07,13.57,6.07,11.9,184.09,207.89
"isrnort131021H","Carangidae","Carangoides fulvoguttatus",2,16.4,24,"red",2,740.79,771.52,802.26,43.47,30.74,60.24,711.28,831.77
"isrnort131021H","Carangidae","Seriolina nigrofasciata",1,16.4,24,"red",1,537.95,537.95,537.95,NA,NA,NA,NA,NA
"isrnort131021H","Chaetodontidae","Heniochus diphreutes",3,16.4,24,"red",3,122.46,124.69,126.49,2.05,1.18,2.32,122.37,127.01
"isrnort131021H","Fistulariidae","Fistularia commersonii",1,16.4,24,"red",1,547.59,547.59,547.59,NA,NA,NA,NA,NA
"isrnort131021H","Gobiidae","Amblyeleotris neglecta",1,16.4,24,"red",1,64.55,64.55,64.55,NA,NA,NA,NA,NA
"isrnort131021H","Lethrinidae","Lethrinus borbonicus",1,16.4,24,"red",1,183.17,183.17,183.17,NA,NA,NA,NA,NA
"isrnort131021H","Lethrinidae","Lethrinus nebulosus",1,16.4,24,"red",1,538.65,538.65,538.65,NA,NA,NA,NA,NA
"isrnort131021H","Mullidae","Parupeneus forsskali",9,16.4,24,"red",9,78.03,114.69,162.93,26.35,8.78,17.22,97.48,131.91
"isrnort131021H","Mullidae","Parupeneus heptacanthus",3,16.4,24,"red",3,186.31,200.31,218.36,16.41,9.47,18.57,181.75,218.88
"isrnort131021H","Mullidae","Parupeneus rubescens",6,16.4,24,"red",6,122.11,130.6,135.56,5.37,2.19,4.3,126.3,134.89
"isrnort131021H","Muraenidae","Gymnothorax angusticauda",1,16.4,24,"red",1,369.73,369.73,369.73,NA,NA,NA,NA,NA
"isrnort131021H","Nemipteridae","Scolopsis ghanam",6,16.4,24,"red",6,102.94,135.86,167.45,21.05,8.59,16.84,119.01,152.7
"isrnort131021H","Ostraciidae","Tetrosomus gibbosus",1,16.4,24,"red",1,140.53,140.53,140.53,NA,NA,NA,NA,NA
"isrnort131021H","Pomacentridae","Amphiprion bicinctus",2,16.4,24,"red",2,102.67,112.65,122.63,14.11,9.98,19.56,93.09,132.21
"isrnort131021H","Pomacentridae","Dascyllus trimaculatus",43,16.4,24,"red",23,86.33,115.72,165.98,19.52,4.07,7.98,107.74,123.7
"isrnort131021H","Tetraodontidae","Lagocephalus sceleratus",3,16.4,24,"red",3,149.51,182.89,212.23,31.55,18.22,35.7,147.18,218.59
"isrnort131021H","Tetraodontidae","Lagocephalus suezensis",1,16.4,24,"red",1,179.1,179.1,179.1,NA,NA,NA,NA,NA
"isrnort170321A","Muraenidae","Gymnothorax elegans",1,137.8,20,"red",0,NA,NA,NA,NA,NA,NA,NA,NA
"isrnort170321A","Serranidae","Epinephelus areolatus",2,137.8,20,"red",2,226.88,263.22,299.55,51.38,36.33,71.21,192.01,334.42
"isrnort170321A","Sparidae","Argyrops megalommatus",1,137.8,20,"red",1,175.16,175.16,175.16,NA,NA,NA,NA,NA
"isrnort170321B","Monacanthidae","Thamnaconus erythraeensis",2,122.7,20,"red",2,189.25,197.95,206.65,12.3,8.7,17.05,180.9,215
"isrnort170321B","Mullidae","Parupeneus rubescens",1,122.7,20,"red",1,152.29,152.29,152.29,NA,NA,NA,NA,NA
"isrnort170321B","Muraenidae","Gymnothorax johnsoni",2,122.7,20,"red",0,NA,NA,NA,NA,NA,NA,NA,NA
"isrnort170321B","Ostraciidae","Tetrosomus gibbosus",3,122.7,20,"red",3,241.84,244.15,247.15,2.72,1.57,3.08,241.08,247.23
"isrnort170321B","Pinguipedidae","Parapercis somaliensis",1,122.7,20,"red",1,129.66,129.66,129.66,NA,NA,NA,NA,NA
"isrnort170321B","Serranidae","Variola louti",1,122.7,20,"red",1,363.52,363.52,363.52,NA,NA,NA,NA,NA
"isrnort170321B","Sparidae","Argyrops megalommatus",6,122.7,20,"red",6,147.31,176.43,188.75,15.3,6.25,12.25,164.19,188.68
"isrnort170321C","Labridae","Choerodon robustus",1,89.6,21,"red",1,371.13,371.13,371.13,NA,NA,NA,NA,NA
"isrnort170321C","Lethrinidae","Gymnocranius grandoculis",1,89.6,21,"red",1,311.35,311.35,311.35,NA,NA,NA,NA,NA
"isrnort170321C","Mullidae","Parupeneus heptacanthus",3,89.6,21,"red",1,268.64,268.64,268.64,NA,NA,NA,NA,NA
"isrnort170321C","Ostraciidae","Tetrosomus gibbosus",4,89.6,21,"red",2,192.05,214.26,236.48,31.42,22.22,43.54,170.72,257.81
"isrnort170321D","Balistidae","Abalistes stellatus",1,66.4,21,"red",1,330.38,330.38,330.38,NA,NA,NA,NA,NA
"isrnort170321D","Lethrinidae","Gymnocranius grandoculis",1,66.4,21,"red",1,491.18,491.18,491.18,NA,NA,NA,NA,NA
"isrnort170321D","Mullidae","Parupeneus forsskali",1,66.4,21,"red",1,190.34,190.34,190.34,NA,NA,NA,NA,NA
"isrnort170321D","Mullidae","Parupeneus heptacanthus",5,66.4,21,"red",2,121.06,127.81,134.56,9.55,6.75,13.23,114.58,141.04
"isrnort170321D","Muraenidae","Gymnothorax griseus",1,66.4,21,"red",0,NA,NA,NA,NA,NA,NA,NA,NA
"isrnort170321D","Nemipteridae","Nemipterus zysron",2,66.4,21,"red",2,134.87,142.3,149.73,10.5,7.43,14.56,127.74,156.86
"isrnort170321D","Ostraciidae","Tetrosomus gibbosus",2,66.4,21,"red",2,192.76,219.92,247.08,38.41,27.16,53.23,166.69,273.15
"isrnort170321D","Rhinobatidae","Rhinobatos punctifer",1,66.4,21,"red",1,590.27,590.27,590.27,NA,NA,NA,NA,NA
"isrnort170321D","Serranidae","Epinephelus areolatus",1,66.4,21,"red",1,278.5,278.5,278.5,NA,NA,NA,NA,NA
"isrnort170321E","Balistidae","Abalistes stellatus",1,45.7,21,"red",1,362.35,362.35,362.35,NA,NA,NA,NA,NA
"isrnort170321E","Mullidae","Parupeneus heptacanthus",2,45.7,21,"red",1,199.31,199.31,199.31,NA,NA,NA,NA,NA
"isrnort170321E","Mullidae","Upeneus pori",3,45.7,21,"red",1,135.47,135.47,135.47,NA,NA,NA,NA,NA
"isrnort170321E","Muraenidae","Gymnothorax angusticauda",1,45.7,21,"red",0,NA,NA,NA,NA,NA,NA,NA,NA
"isrnort170321E","Nemipteridae","Nemipterus zysron",1,45.7,21,"red",1,214.13,214.13,214.13,NA,NA,NA,NA,NA
"isrnort170321E","Ostraciidae","Tetrosomus gibbosus",4,45.7,21,"red",3,179.9,216.69,242.72,32.76,18.92,37.08,179.61,253.76
"isrnort170321E","Rhinobatidae","Rhinobatos punctifer",1,45.7,21,"red",1,807.52,807.52,807.52,NA,NA,NA,NA,NA
"isrnort170321E","Scorpaenidae","Pterois miles",1,45.7,21,"red",1,203.85,203.85,203.85,NA,NA,NA,NA,NA
"isrnort170321F","Carangidae","Carangoides fulvoguttatus",1,25.1,22,"red",1,746.55,746.55,746.55,NA,NA,NA,NA,NA
"isrnort170321F","Diodontidae","Cyclichthys spilostylus",1,25.1,22,"red",1,338.23,338.23,338.23,NA,NA,NA,NA,NA
